"sr_number","sr_type","sr_short_code","created_department","owner_department","status","origin","created_date","last_modified_date","closed_date","street_address","city","state","zip_code","street_number","street_direction","street_name","street_type","duplicate","legacy_record","legacy_sr_number","parent_sr_number","community_area","ward","electrical_district","electricity_grid","police_sector","police_district","police_beat","precinct","sanitation_division_days","created_hour","created_day_of_week","created_month","x_coordinate","y_coordinate","latitude","longitude","location"
"SR26-01530074","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:30:51.000","2026-08-01T01:31:27.000","2026-08-01T00:30:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530073","Alley Light Out Complaint","SFA",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T00:30:44.000","2026-08-01T00:30:51.000",,"3166 N CAMBRIDGE AVE",,,,"3166","N","CAMBRIDGE","AVE","false","false",,,"6","44","4","O015","3","19","1934","17",,"0","7","8","1171959.5913907408","1921343.8907134712","41.939631000941","-87.643408500002","
,  
(41.939631000941, -87.643408500002)"
"SR26-01530072","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:30:02.000","2026-08-01T01:31:27.000","2026-08-01T00:30:02.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530071","Street Light Out Complaint","SFD","311 City Services","CDOT - Department of Transportation","Open","Phone Call","2026-08-01T00:30:02.000","2026-08-01T00:30:14.000",,"8257 S WOODLAWN AVE","Chicago","Illinois",,"8257","S","WOODLAWN","AVE","false","false",,,"45","8","14","S042","1","04","0411","9",,"0","7","8","1185655.4300166306","1850199.8321096094","41.744094226297","-87.595319838496","
,  
(41.744094226297, -87.595319838496)"
"SR26-01530070","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:29:14.000","2026-08-01T00:33:17.000","2026-08-01T00:29:14.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530069","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:29:13.000","2026-08-01T00:32:17.000","2026-08-01T00:29:14.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530068","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:28:34.000","2026-08-01T00:32:17.000","2026-08-01T00:28:35.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530067","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:28:33.000","2026-08-01T00:33:17.000","2026-08-01T00:28:34.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530066","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:27:46.000","2026-08-01T00:33:17.000","2026-08-01T00:27:46.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530065","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:26:58.000","2026-08-01T00:33:17.000","2026-08-01T00:26:58.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530064","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:26:13.000","2026-08-01T00:32:53.000","2026-08-01T00:26:14.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530063","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:25:30.000","2026-08-01T00:33:17.000","2026-08-01T00:25:31.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530062","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:24:43.000","2026-08-01T00:33:17.000","2026-08-01T00:24:43.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530061","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:23:51.000","2026-08-01T00:33:17.000","2026-08-01T00:23:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530060","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:23:20.000","2026-08-01T00:32:17.000","2026-08-01T00:23:20.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530059","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:23:06.000","2026-08-01T00:32:53.000","2026-08-01T00:23:06.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530058","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:22:56.000","2026-08-01T00:33:17.000","2026-08-01T00:22:56.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530057","Sanitation Code Violation","SCB",,"Streets and Sanitation","Open","Internet","2026-08-01T00:22:47.000","2026-08-01T00:22:49.000",,"7446 S CRANDON AVE","Chicago","Illinois","60649","7446","S","CRANDON","AVE","false","false",,,"43","7","12","V039","3","03","0333","2",,"0","7","8","1192755.141082219","1855844.9996728792","41.75941500094","-87.569122500002","
,  
(41.75941500094, -87.569122500002)"
"SR26-01530056","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:22:22.000","2026-08-01T00:33:17.000","2026-08-01T00:22:22.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530055","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:21:58.000","2026-08-01T00:32:17.000","2026-08-01T00:21:58.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530054","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:21:56.000","2026-08-01T00:33:17.000","2026-08-01T00:21:57.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530053","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:21:32.000","2026-08-01T00:33:17.000","2026-08-01T00:21:32.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530052","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:21:19.000","2026-08-01T00:33:17.000","2026-08-01T00:21:19.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530051","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:20:43.000","2026-08-01T00:31:18.000","2026-08-01T00:20:43.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530050","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:20:13.000","2026-08-01T00:33:17.000","2026-08-01T00:20:14.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530049","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:19:59.000","2026-08-01T00:32:17.000","2026-08-01T00:19:59.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530048","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:19:57.000","2026-08-01T00:33:17.000","2026-08-01T00:19:58.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530047","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:19:07.000","2026-08-01T00:33:17.000","2026-08-01T00:19:08.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530046","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:19:06.000","2026-08-01T00:32:17.000","2026-08-01T00:19:07.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530045","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:18:25.000","2026-08-01T00:33:17.000","2026-08-01T00:18:25.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530044","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:18:15.000","2026-08-01T00:32:53.000","2026-08-01T00:18:15.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530043","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:17:53.000","2026-08-01T00:33:17.000","2026-08-01T00:17:54.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530042","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:17:38.000","2026-08-01T00:33:17.000","2026-08-01T00:17:39.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530041","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:17:31.000","2026-08-01T00:33:17.000","2026-08-01T00:17:32.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530040","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:16:47.000","2026-08-01T00:33:17.000","2026-08-01T00:16:48.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530039","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:16:24.000","2026-08-01T00:33:17.000","2026-08-01T00:16:24.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530038","Blue Recycling Cart","SRRC",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T00:16:20.000","2026-08-01T00:16:23.000",,"7144 S ARTESIAN AVE",,,,"7144","S","ARTESIAN","AVE","false","false",,,"66","17","11","J039","3","08","0832","3",,"0","7","8","1161201.8153876406","1857022.4138993807","41.76335700094","-87.684732000002","
,  
(41.76335700094, -87.684732000002)"
"SR26-01530037","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:16:06.000","2026-08-01T00:33:17.000","2026-08-01T00:16:07.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530036","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:15:26.000","2026-08-01T00:31:18.000","2026-08-01T00:15:26.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530035","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:15:12.000","2026-08-01T00:31:18.000","2026-08-01T00:15:13.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530034","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:14:43.000","2026-08-01T00:32:17.000","2026-08-01T00:14:43.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530033","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:13:54.000","2026-08-01T00:33:17.000","2026-08-01T00:13:54.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530032","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:13:38.000","2026-08-01T00:32:17.000","2026-08-01T00:13:38.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530031","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:13:38.000","2026-08-01T00:33:17.000","2026-08-01T00:13:38.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530030","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:13:33.000","2026-08-01T00:33:17.000","2026-08-01T00:13:34.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530029","Street Light Out Complaint","SFD","311 City Services","CDOT - Department of Transportation","Open","Phone Call","2026-08-01T00:13:32.000","2026-08-01T00:13:38.000",,"3700 W CONGRESS PKWY","Chicago","Illinois","60624","3700","W","CONGRESS","PKWY","false","false",,,"27","28","6","G023","3","11","1133","18",,"0","7","8","1151730.6948333587","1897542.7142778218","41.87474100094","-87.718383000002","
,  
(41.87474100094, -87.718383000002)"
"SR26-01530028","Tree Planting Request","SED",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T00:13:10.000","2026-08-01T00:13:11.000",,"4140 N LECLAIRE AVE",,,,"4140","N","LECLAIRE","AVE","true","false",,"SR26-01509915","15","38","3","D012","2","16","1624","25",,"0","7","8","1141535.582770921","1927235.64922843","41.956416000941","-87.755080500002","
,  
(41.956416000941, -87.755080500002)"
"SR26-01530027","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:13:07.000","2026-08-01T00:33:17.000","2026-08-01T00:13:08.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530026","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:12:58.000","2026-08-01T00:33:17.000","2026-08-01T00:12:59.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530025","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:12:56.000","2026-08-01T00:32:17.000","2026-08-01T00:12:56.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530024","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:12:19.000","2026-08-01T00:32:17.000","2026-08-01T00:12:20.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530023","Street Light Out Complaint","SFD",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T00:11:40.000","2026-08-01T00:11:54.000",,"4330 N CALIFORNIA AVE",,,,"4330","N","CALIFORNIA","AVE","false","false",,,"16","33","4","I012","2","17","1724","2",,"0","7","8","1156844.5151061015","1928780.5337272712","41.960358000941","-87.698758500002","
,  
(41.960358000941, -87.698758500002)"
"SR26-01530022","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:11:34.000","2026-08-01T00:31:18.000","2026-08-01T00:11:34.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530019","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:10:51.000","2026-08-01T00:33:17.000","2026-08-01T00:10:52.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530018","Tree Removal Inspection","SEE",,"Streets and Sanitation","Open","Internet","2026-08-01T00:10:45.000","2026-08-01T00:10:48.000",,"9142 S MAY ST","Chicago","Illinois","60620","9142","S","MAY","ST","false","false",,,"73","21","13","N044","2","22","2222","28",,"0","7","8","1170183.0146775625","1843979.5311828628","41.72737500094","-87.652192500002","
,  
(41.72737500094, -87.652192500002)"
"SR26-01530017","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:10:23.000","2026-08-01T00:32:53.000","2026-08-01T00:10:24.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530016","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:10:00.000","2026-08-01T00:32:53.000","2026-08-01T00:10:01.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530015","Rodent Baiting/Rat Complaint","SGA",,"Streets and Sanitation","Open","Internet","2026-08-01T00:09:42.000","2026-08-01T00:09:44.000",,"1656 N FRANCISCO AVE","Chicago","Illinois","60647","1656","N","FRANCISCO","AVE","false","false",,,"24","26","5","I018","2","14","1421","28",,"0","7","8","1156799.9411267915","1911138.1673456025","41.911947000941","-87.699402000002","
,  
(41.911947000941, -87.699402000002)"
"SR26-01530014","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:09:20.000","2026-08-01T00:32:53.000","2026-08-01T00:09:21.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530013","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:09:10.000","2026-08-01T00:33:17.000","2026-08-01T00:09:10.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530012","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T00:09:07.000","2026-08-01T00:31:18.000","2026-08-01T00:09:07.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"0","7","8","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01530011","Alley Pothole Complaint","PHB",,"CDOT - Department of Transportation","Open","Mobile Device","2026-08-01T00:09:03.000","2026-08-01T00:09:04.000",,"4129 N LEAMINGTON AVE",,,,"4129","N","LEAMINGTON","AVE","true","false",,"SR26-01458363","15","38","3","D012","2","16","1624","25",,"0","7","8","1141363.839034693","1927109.8595144236","41.956074000941","-87.755715000002","
,  
(41.956074000941, -87.755715000002)"
"SR26-01530010","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:08:27.000","2026-08-01T00:33:17.000","2026-08-01T00:08:27.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01530009","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T00:07:40.000","2026-08-01T00:32:17.000","2026-08-01T00:07:41.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"0","7","8","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
